Year,Song Title,Artist,Lyrics,Number of featured artists,Featured artists
2022,Purple (Ft. Walter Mecca),Grems,"

Ok, nous restons les champions, mais j'crois qu'ça pousse comme des champignons
Désolé, pourtant j'ai du background ; tombé dans la marmite, j'ai pas l'time
Appelle-moi ""McLeod"" ou ""Mickey Mouse"", smokey eyes, à la tienne
Bullet nice, badass, yeah 
L'impression qu'on vient des automates, back in the days, restent les vieux traumas
J'ai décidé d'rapper pas trop mal, je n'fais qu'suivre le patronage
Early bird, c'est le must, sweety buzz, bon jeune
Busy boy, bonjour, mais on reste bons joueurs
J'tends la bonne joue, j'suis peut-être à terre ou j'devrais p't-être emprunter ta tête
De quoi s'apprêter à mettre un terme romantique p't-être si on m'dit que t'aimes
Ton mec dit que t'es une tortue, dit que t'es pudique et que tu kiffes la sieste
Petite gyal (petite gyal), t'es une petite gyal fresh
Ça l'fait, c'est la fête, check, j'ai lavé mes assiettes, mec
Mais, bro', j'me jette sec direction le ramen, ouais
Yep (yep), mais vas-y à l'ancienne, t'sais
Donc direction cash (clean), direction les affaires
Yeah, j'ai soigné mes affaires, lâché les afters
Marre, à croire qu'c'est déjà fait
Après tout, c'est la fête, j'crois qu'j'ai fini la semaine
En beauté, mets-toi sur l'côté

Quand c'est violet tout bas, purple rain, yeah
Quand c'est violet tout bas, purple rain
Quand c'est violet tout bas, purple rain
Purple rain, purple rain, purple

Purple rain, oui, violette, c'est la base, tu Kurt Cobain quand tu fais de la trap
Peu reconnaisse où t'amènes la hype, les money makers sont des traders
Toi, tu switch en croyant pop mais, ""Purple Rain"", c'est pour Prince, my man
Le people croit au loto tout l'temps, les guns dans l'Bootcamp à faire de la maille
Bitch, le DMV, c'est la Fashion Disk, on pourrait faire beaucoup d'SACEM
Ils visent le disque d'or, j'vise le , ça a réveillé beaucoup de plagiats
Même si elles veulent la Black Card, l'ice cream dans la tte-ch' ou la Maglite
Bitch, j'te l'habille dans le back room, ça fait de la pousse dans la bass room
MC, tu connais mon background, drill strange, boom-bap, j'suis le trap love
HDMV, tu sais ton sirop pour la toux, habibi, j'suis le G, j'suis le R, j'suis le babtou

Purple rain, purple rain
Purple rain, purple rain
Purple rain, purple rain
Purple rain, purple rain

Quand c'est violet tout-par
Yeah, quand c'est violet tout-par
Quand c'est violet tout-par
Purple rain, purple rain
Quand c'est violet tout-par
Quand c'est violet tout-par
Quand c'est violet tout-par
Purple rain, purple rain
",1,['Walter Mecca']
2006,Pute à frange,Grems,"
C'est déprimant la jeunesse fashion
C'est évident je te laisse la jeune et je baise la cheum
Évidemment que j'aime, c'est le même accueil
Principe déterminant le zoulou reste fashion
Méprisant, je gère ça seul
Impertinent déguisé en médisant, j'me met ailleurs
Mange des cailloux et les kefta cheum
C'est genre v'la le flouz, la fat bouffe donc un épais larfeuille
Relis le même Taschen,
 la press-action
Mais ferme ta gueule, ta culture a l'air aveugle
T'es dans la cess', la skunk
Mais j'aime la funk, la bière à punk
J'aime pas les gens sectaires ça bug, t'es dans la guerre, battle
Combat pour le sport, tu crois qu'on croit que t'es riche
Que tu vis dans une zone off-shore, c'est ça le bluff
C'est comme quand Rocco le porc mets sa teub
Je reste monocorde et j'en jette ma feuille

Tu as le jean serré et la coupe des Beatles
Tu fais mine de kiffer les Eagles
Fais style de coller des stickers
S'agite dans les chiottes, fait style de claquer 
ses 10 eurs
Veut s'adapter tu n'as pas capté mes reverse
Gros Jean-Paul, arrête le bling-bling
On dirait Jean-Marie Le Pen avec un béret Kangol
T'es dans la petite djoun, de la grande conne
J'aime les grosses de la Sorbonne
Et j'en ai mal au zgeg
T'es dans le clubbing et tu n'as pas d'autre rêve
Tu crois deux trois collègues, tu fais des barres et fume 2-3 pollens
Sur scène c'est Mesrine, en vrai c'est l'esquive
Un jour Fred Perry, Red Skin, l'autre jour Ralph Lauren
J'y comprend rien du tout à cette hiérarchie
Ils marchent chelou ils ont les pieds zarbis
Le rap de blanc du 16, la poésie de Versailles
Punk is not dead, la prophétie s'étale
Je reste frais je suis pas heavy métal
Je côtoie grave le vice, ce n'est qu'un détail
J'étais dans la tonne de skunk à péter des tonnes de blunts
J'kiffe le funk et je chie sur cette mode crunk
J'suis un barjo, le matin je tape avec mon marteau
Chacun son voisin, chacun son fardeau
C'est Grems, c'est Vincent Drapo, c'est Dick Rivers
Rakaille numérik, business à 10000 Hertz
Chapeau
",0,
2006,Rakaille Numérik,Grems,"
Je suis pas le genre de mec qui aime la bagarre

SuperMicro Grems
On rappe depuis longtemps
On connait le bizz', la bédave et les dékiz pas contents
 les backs 
Dépraver les 
 acapella, ne rien comprendre, dégueulasser les chiottes
Respecter que dalle, en retour on ne peut qu'espérer le bagne
Comment serrer ? Comment détecter le diable ?
Flairer l'intérêt jetable
J'reviens j'vais écharper les   de 
J'vais pisser, m'agiter le pénis
Je tape partout 
Le barême trop naze, c'est la strophe-cata
J'avais des shoes neuves, bah elles sont mortes papa
C'est que mon oseille, mes feuilles et mon fort taga
Club tabac, c'est le spot, c'est plus la côte nanar
 tabasser  côte nana
Non, non, non
On se ramasse, qui vide les fonds de verre ?
J'suis une grosse tatass' qui veut mon liquide et mon sperme
J'ai la chaude ganache, timide et contraire
Je suis à l'arrache, j'suis l'apache, mythique et concept
Et ta critique est inconcevable
Satirique et inconvenable
État clinique, limite incontrôlable
Un pesticide, un sein, bikini, inconsommable
Mélange peu conseillé de vin et de rhum
Esquinter, goinfrer de coke et blindé de prods
Niquer dans les clubs
Flinguer je m'offre, allez timbré, rincé dans une soirée blindée de connes
Timbré, je monte à crescendo
J'fais crendo, j'fais trop rire, premier son electro
Ambiance crade et sale, je be-ger tôt
Séquence hard et schlag, je me vénère trop
",0,
2022,Rébellion,Grems,"

Vas-y, va chercher une bière, s'te plaît... Tu m'ouvres une bière ? T'en as mis au congél' ou pas ? Ouais, maintenant, là, hein
- Remets-toi en position, p't-être, t'es pas bien sur ta chaise !
- Comment ça : ""Remets-toi en position"" ? Position d'quoi ? J'montre mon cul, genre ? T'es ouf ?

Yeah, eh, fuck les puristes à la con de moyenâgeux
Restez dans la préhistoire avec des rageux, rageux, rageux
B-boy avant toi, avant ton premier : ""Areuh""
Tout c'qu'on a inventé a d'jà été refait par eux, enculé
Faut s'le dire, les années passent, les joints, les garos
T'as beau avoir l'carré d'as, à la fin, c'est ton garrot
J'sais que, Starlion, c'est John Garrow
Ni hater ni hateuse nous mettra sous barreaux
Nous mets pas le DJ, j'vais fumer tout l'matos
Quarante mèches par week, ça fait beaucoup d'Maroc (c'est oui)
On finalise la disco', on n'fait pas de la pop
On sortira des trucs qui sont même pas dans l'album
On nique le marketing, on aime bien niqué la com'
On grandira jamais, comme Dewey, on est bien dans 
Malcolm
T'es sur la fibre, oh, j'veux niquer la daronne
La vie, ça passe vite, enculé de cabron
Le sourire gravé dans le Tamron
Le pull est noir, le rap est black block
2-R-O-B, G-R-E, y'a plus qu'deux Dalton
Pour aller aussi vite que nous, y'a plus qu'le Falcon
Deux mille vingt-et-un, c'est l'ouvrage, luv rage
C'est l'album d'Alabama de fou, man
Alchimie, amour et coups bas, coups bas, bitch
L'album est fini, le nom, c'est 
Outrage
, bam
",0,
2010,Rencontre avec un ballon (Ft. Dame De Coeur & Frida Karlo),Grems,"
Ok, il est quinze trente-sept, métro, Blanche
Direction Clichy Mairie, RDV pour une performance
Une jolie fille veut m'faire offrande de ses orifices
Alors on fait comment ? On s'mobilise
Ouais, on s'mobilise, pourquoi on se plaît autant ?
Jolies cuisses étonnantes, ma folie m'guide, je suis un cerf-volant
J'suis chaud, si, si, même pas b'soin de payer l'restaurant
J'suis juste un gros zizi assez éloquent
J'arrive à la station, j'ai pris la ligne qui part de Nation
Je sens qu'ma bite va faire des tractions
De la musculation, subir la fellation
Je crois que je crois à cette putain de relation
Il est seize dix, on part d'chez elle, tout est permis
Elle est belle, fils, technique, 90D, énergique
De quoi simplifier les esprits, de quoi raviver ses résilles
De quoi saliver un steak, oui, tu vas niquer

C'est stressant, ça sent la chatte
Le ballon, dans l'cul, tu vas voir
Ça va être sympa, ça sent la chatte
Pute, pute, pute
J'vais t'lécher les couilles
Ça sent la chatte, c'est sympa
Pute, pute, pute
Ça sent la chatte, chatte, chatte
",2,"['Frida Karlo', 'Dame De Coeur']"
,Room Bang (Ft. 20Syl),Grems,"
J'trinque aux vanités et autres qualités, pas à l'amitié
J'me prends pour Gene Kelly sous une pluie d'calamités
Tout est planifié, fabriqué, calibré, validé, plastiqué
Balisez, paniquez ! Yo
Room Bang ! On s'est juste planté dans les comptes
Tiré à bout portant dans les pompes
On s'croyait dans les bons plans, on n'était que du plancton
Poissons-clowns dans un banc d'thons
Des proies à la chair insipide
Retour de bâton dans les incisives
Les incivilisés esquivent pour ainsi dire
Un spliff, un sourire, inspirer, s'assoupir
Chercher les moutons, ne compter qu'un tas d'cobayes
Entourés d'un squad de squales et leurs nageoires caudales
Ça s'passe mal, une populace à la masse total
Embrassez vos femmes et embrasez le gaz propane
Ça foire trop tard, on s'bat pour un quart de gloire
On parle de quoi à part de soi Boulevard Haussmann ?
Achève-moi d'une balle dans le crâne si j'parle de swag
Si j'prends une taffe de crack ou une trace de quoi qu'ce soit...
Une trace de quoi qu'ce soit...

Room bangin' in your area

Anti-fashion, fais des millions d'centimes à l'heure
En faisant pas vraiment grand-chose, pas l'temps et j'habite ailleurs
T'aurais fait un grand dictateur
Henri, gentil rappeur avec ton armée pétée de cent dix backers
Empire aveugle, envie d’être un bandit braqueur
Va mentir ailleurs, j't'ai grillé et ça t'a blanchi la gueule
T'as senti la chance puis les ennuis, la preuve :
Tu mendies les fanzines, vampire aux dents d'scie, dandy fashion
Tank battle, tremble et reste sans vie ma gueule
Si t'écarte les jambes pour t'vendre ou t'prendre, tu seras l'candidat 9
On est en temps d'crise, j'pourrais bouffer Bambi la teuch
Elle est gentille ta meuf, elle a même pas senti ta teub
Anti-fashion, l'emprise à jeune
Rend les gens vides, genre vraiment tous,
 
t'es lent pour des gencives à buzz
J'suis là où j'ai senti l’accueil, 
j'ai rempli ma feuille
Avec mon sang, j'ai tout mon temps, j'ai déjà fait l'cent mille à l'heure
Paroles rédigées et annotées par la communauté française de Rap Genius
",1,['20Syl']
2020,Sans visa (Ft. Starlion),Grems,"
Peine à dire ""je t'aime"", ma p'tite gueule
Freine attire le tieks à p'tit feu
Scènes s'enchaînent, j'ai rien d'un Beatles
Chienne sans laisse, te voilà libre

Je fais des chansons d'amour, elles sont vraiment bizarres
J'viens dans ton cœur, je m'installe avec ou sans visa
La seule bâtisse que j'ai à offrir, c'est camping-car
J'ai l'cœur de black block et, au fond, je suis antifa
Quand j'ai fait de la merde, t'inquiète, je me sens minable
T'es mon fauteuil roulant et je suis ton handicap
J'ai une sale gueule mais tu sais que je suis gentil gars
J'ai vu, j'ai pesé, pesé l'amour au centigramme

Peine à dire ""je t'aime"", ma p'tite gueule
Freine attire le tieks à p'tit feu
Scènes s'enchaînent, j'ai rien d'un Beatles
Chienne sans laisse, te voilà libre
Chien ssé-pi sur tes junkies
Prose écrite en marge d'un dix feuilles
Pose tes miches si rien à dire
Jouis quand j'kick dans boîte à rythmes

Les histoires de cul, c'est Dallas ; baveux, tribunal, je khalass
Ton comportement de Galak, mon comportement de Tallac
Ta teuch sort même sur le Shazam ; but sans être Mohamed Salah
Pute et coka', c'est la nasale ; bien présenté, c'est la Chazal
Te-tê de singe sous les Cazal ; cacher mon cœur dans la cabane
Mieux qu'de finir dans un platane ; cœur de pierre dans bras de madame
Cupidon a tiré en rafale ; j'crache de l'amour, toi, tu avales
Je n't'ai pas donné mon aval ; j'suis trop abstrait comme the Kamal

X Dream dans lit calamiteux
Kidz en crise meurt, maladie bleu 
(Je fais des chansons d'amour, elles sont vraiment bizarres)
Rire quand il pleure, chill quand il pleut
J'marque des points sur ta carte Lidl 
(Je fais des chansons d'amour, elles sont vraiment bizarres)
T'aimes quand c'est roots, quand le style pulse
Couine quand j'le fais sans dire : ""S'il te p'"" 
(Je viens dans ton cœur, je m'installe avec ou sans visa, wouh)
Film sans filtre, j'file dans cieux
Négro L.A tah les Clippers 
(Je fais des chansons d'amour, elles sont vraiment bizarres)
Saint-Esprit et synthétiseur
Saint-Éthique pique seins des bitch
Mon Angela maléfique
J'feat' avec Grems Malevitch
",1,['Starlion']
2004,Schlag,Grems,"À RETRANSCRIRE

Mais travaille, travaille, trouve un taf
Travaille, travaille, travaille, trouve un taf
Travaille, trouve un taf, trouve un taf
Ferme ta gueule et trouve un taf

- Eh, t'as pas une cigarette, s'il te plaît ? Excuse-moi !
- Nan, j'suis désolé, c'est... c'est ma dernière
- Oh putain...
",0,
2013,Shlag Music,Grems,"
Shlag music
Game over
Il faut que tu me payes, voleur
Maitre de scène, vrai rôdeur
Ton rap de merde, l'horreur
Fake poseur, t'es une blondasse mets l'power
Qu'est ce qu'il a fait, j'vais l'poser
Vrai rockstar vrai rocker
Mec mon staff c'est l'honneur
On rêve on rap d'être bosseur
Payes ton Jack, des contrats
Wesh je m'en tape, je fais mon shlag
Vrai jobeur
VHS yo, un petit verre à 
Maitre des shlags, frérot punk
On est à la meme hauteur
Tu veux les gue-guerres bang bang re-volver
Check, connard take a shower
Véritable artiste
Ed Hopper
 x2
Ca vient de Paris et de Bruxelles Sud
MDMA flow uppercut
Shlag music
Super plus
Jesus Christ et la lumière fut

Nostalgie, que tu n'as pas vécu
Volatile, tu as fait la pute
Mais c'est trop facile
Tu nous avais vu en mode flow rapide
Tu as les cellules en mode moraliste
C'est qu'le debut de ton organisme
Tes premières blessures et les zones à risques
Cool-al, shit, cocaïne gros séro grande zero gros traumatisme
Faux artiste c'est pour mes Jordan 6
Bon appui on est organ-isés
Vocaliste flow volcanique
Polo short kaki pilon normal fils
Hustle Game, l'Autarcie
Fuck le Game et les gros gare-ci
Fuck les raves et faux amis
Fuck les mèches de gwer à la Oasis
 x2
Ca vient de Paris et de Bruxelles sud
MDMA flow hyper culte
Shlag music
Super plus
Jesus Christ et la lumière fut
",0,
2016,Sitcom,Grems,"Intro : On vit dans un 
Sitcom
(Couplet 1)
Mec, T'es entrain de vomir
Le swagg à Wallace et Gromit
Tu veux voir comment on fait les gros titres ?
Je suis noir, métissé avec des gothiques
Désolé, J'suis pas baptisé à l'eau de vie
Le seul O.V.N.I du game c'est moi et homies
Générosité : ça fait des gros fils de putes qui veulent te refiler les hémorroïdes
J'te montre ma bite ? T'es trop érotique !
Concert pour les minettes parce que t'es un gros pédophile
SHHEH
 ! 
T'as des gros seins à causes des stéroïdes !
Quand je fais des punchlines, c'est des astéroïdes
On va te rouler dessus avec ton 
Cherokee
Tu nous casse les couilles comme 
l'affaire Henri
 (?)
Vazi, filme-toi la queue avec tes optiques et 
ta religion bouffe-la avec ses hosties
(Refrain)
Sitcom
 ! Le mauvais goût !
Sitcom ! Le mauvais goût !
Sitcom ! C'est le mauvais goût !
On est dans un Sitcom !
Sitcom ! Le mauvais goût !
Sitcom ! Le mauvais goût !
Sitcom ! Le mauvais goût !
On vit dans un Sitcom !
(Couplet 2)
Nabilla c'est Loana avant d'être 
déforme
S'il faut ils l'ont déjà mis sous cortisone
Tu veux faire le Jihad avec un iPhone
Mais tu fais tes ablutions avec du Ciroc (Merde !)
De La Villardière
 qui te pilote
Isole-toi surtout que là, la paix est ignore
 (?)
Elles veulent pas taffer, elles veulent être Paris Hilton
On va les rendre tarées & frustrées à la Guy Georges (Guy Georges)
Le rap c'est pour les blancs avec des Binocles
Ils savent même pas la différence entre Rap et Hip-Hop
C'est le Club Dorothée, AB et Sitcom
La consanguinité a fait son Big Bang (Big Bang)
(Refrain)
Sitcom ! Le mauvais goût !
Sitcom ! Le mauvais goût !
Sitcom ! Le mauvais goût !
On est dans un Sitcom !
Sitcom ! C'est le mauvais goût !
Sitcom ! Le mauvais goût !
Sitcom ! Le mauvais goût !
On vit dans un Sitcom !
",0,
